"","Riding","Sex","Ethnic Origins","n","freq"
"1805","Northumberland--Peterborough South","Male","Irish",13295,0.158651551312649
"1806","Northumberland--Peterborough South","Male","German",5080,0.0606205250596659
"1807","Northumberland--Peterborough South","Male","Chinese",190,0.0022673031026253
"1808","Northumberland--Peterborough South","Male","Italian",1790,0.0213603818615752
"1809","Northumberland--Peterborough South","Male","First_Nations",1760,0.0210023866348449
"1810","Northumberland--Peterborough South","Male","South_Asian",390,0.00465393794749403
"1811","Oakville","Male","Canadian",10710,0.152879880094212
"1812","Oakville","Male","English",14900,0.212690029262722
"1813","Oakville","Male","Scottish",10935,0.156091642281065
"1814","Oakville","Male","French",4435,0.0633074013275284
"1815","Oakville","Male","Irish",10715,0.152951252587253
"1816","Oakville","Male","German",5215,0.0744415102419528
"1817","Oakville","Male","Chinese",3685,0.0526015273713511
"1818","Oakville","Male","Italian",4905,0.0700164156733995
"1819","Oakville","Male","First_Nations",525,0.0074941117693241
"1820","Oakville","Male","South_Asian",4030,0.0575262293911926
"1821","Oakville North--Burlington","Male","Canadian",10810,0.156780275562001
"1822","Oakville North--Burlington","Male","English",13050,0.189267585206672
"1823","Oakville North--Burlington","Male","Scottish",9360,0.135750543872371
"1824","Oakville North--Burlington","Male","French",4345,0.0630166787527194
"1825","Oakville North--Burlington","Male","Irish",9110,0.132124728063814
"1826","Oakville North--Burlington","Male","German",5035,0.0730239303843365
"1827","Oakville North--Burlington","Male","Chinese",3685,0.0534445250181291
"1828","Oakville North--Burlington","Male","Italian",6120,0.0887599709934735
"1829","Oakville North--Burlington","Male","First_Nations",580,0.00841189267585207
"1830","Oakville North--Burlington","Male","South_Asian",6855,0.0994198694706309
"1831","Oshawa","Male","Canadian",21780,0.250950570342205
"1832","Oshawa","Male","English",18910,0.217882244498214
"1833","Oshawa","Male","Scottish",13670,0.157506625187234
"1834","Oshawa","Male","French",6495,0.0748358105772554
"1835","Oshawa","Male","Irish",13365,0.153992395437262
"1836","Oshawa","Male","German",5185,0.0597419057495103
"1837","Oshawa","Male","Chinese",440,0.00506970849176172
"1838","Oshawa","Male","Italian",3325,0.038310865307063
"1839","Oshawa","Male","First_Nations",2310,0.026615969581749
"1840","Oshawa","Male","South_Asian",1310,0.0150939048277451
"1841","Ottawa Centre","Male","Canadian",13985,0.167816643667127
"1842","Ottawa Centre","Male","English",15065,0.180776384472311
"1843","Ottawa Centre","Male","Scottish",13710,0.164516709665807
"1844","Ottawa Centre","Male","French",10940,0.131277374452511
"1845","Ottawa Centre","Male","Irish",14345,0.172136557268855
"1846","Ottawa Centre","Male","German",6455,0.0774584508309834
"1847","Ottawa Centre","Male","Chinese",2560,0.0307193856122878
"1848","Ottawa Centre","Male","Italian",3240,0.0388792224155517
"1849","Ottawa Centre","Male","First_Nations",1570,0.0188396232075358
"1850","Ottawa Centre","Male","South_Asian",1465,0.0175796484070319
"1851","Orléans","Male","Canadian",22890,0.265560647369337
"1852","Orléans","Male","English",11550,0.133998491791867
"1853","Orléans","Male","Scottish",9825,0.113985730030744
"1854","Orléans","Male","French",17490,0.202912001856256
"1855","Orléans","Male","Irish",11385,0.132084227623412
"1856","Orléans","Male","German",4530,0.0525552526248622
"1857","Orléans","Male","Chinese",1510,0.0175184175416207
"1858","Orléans","Male","Italian",2460,0.0285399385115146
"1859","Orléans","Male","First_Nations",2160,0.0250594582052323
"1860","Orléans","Male","South_Asian",2395,0.0277858344451534
"1861","Ottawa South","Male","Canadian",12630,0.207406190984481
"1862","Ottawa South","Male","English",9505,0.15608834879711
"1863","Ottawa South","Male","Scottish",8070,0.132523195664669
"1864","Ottawa South","Male","French",8930,0.146645865834633
"1865","Ottawa South","Male","Irish",9025,0.148205928237129
"1866","Ottawa South","Male","German",3730,0.0612529764348469
"1867","Ottawa South","Male","Chinese",2265,0.037195172017407
"1868","Ottawa South","Male","Italian",2615,0.0429427703423926
"1869","Ottawa South","Male","First_Nations",1425,0.0234009360374415
"1870","Ottawa South","Male","South_Asian",2700,0.0443386156498892
"1871","Ottawa--Vanier","Male","Canadian",15930,0.249315282885985
"1872","Ottawa--Vanier","Male","English",9015,0.141090852179357
"1873","Ottawa--Vanier","Male","Scottish",7285,0.114015181156585
"1874","Ottawa--Vanier","Male","French",12105,0.189451443774943
"1875","Ottawa--Vanier","Male","Irish",8725,0.136552155880742
"1876","Ottawa--Vanier","Male","German",3750,0.0586900383441584
"1877","Ottawa--Vanier","Male","Chinese",1355,0.0212066671883559
"1878","Ottawa--Vanier","Male","Italian",1800,0.028171218405196
"1879","Ottawa--Vanier","Male","First_Nations",2180,0.0341184756240707
"1880","Ottawa--Vanier","Male","South_Asian",1750,0.0273886845606072
"1881","Ottawa West--Nepean","Male","Canadian",12620,0.189589123413205
"1882","Ottawa West--Nepean","Male","English",11100,0.16675430030797
"1883","Ottawa West--Nepean","Male","Scottish",9495,0.142642529858033
"1884","Ottawa West--Nepean","Male","French",8175,0.122812288740329
"1885","Ottawa West--Nepean","Male","Irish",10285,0.154510628708781
"1886","Ottawa West--Nepean","Male","German",4290,0.0644482836325396
"1887","Ottawa West--Nepean","Male","Chinese",2540,0.0381581912416435
"1888","Ottawa West--Nepean","Male","Italian",3685,0.0553594231202584
"1889","Ottawa West--Nepean","Male","First_Nations",1525,0.0229099376549238
"1890","Ottawa West--Nepean","Male","South_Asian",2850,0.0428152933223165
"1891","Oxford","Male","Canadian",18750,0.236951851383799
"1892","Oxford","Male","English",19255,0.243333754581069
"1893","Oxford","Male","Scottish",13125,0.165866295968659
"1894","Oxford","Male","French",4455,0.0562997598887906
"1895","Oxford","Male","Irish",10135,0.128080374067989
"1896","Oxford","Male","German",10120,0.127890812586882
"1897","Oxford","Male","Chinese",90,0.00113736888664223
"1898","Oxford","Male","Italian",1560,0.0197143940351321
"1899","Oxford","Male","First_Nations",1330,0.0168077846581575
"1900","Oxford","Male","South_Asian",310,0.00391760394287881
"1901","Parkdale--High Park","Male","Canadian",8375,0.144048847609219
"1902","Parkdale--High Park","Male","English",11870,0.204162366701066
"1903","Parkdale--High Park","Male","Scottish",9655,0.166064671482628
"1904","Parkdale--High Park","Male","French",4185,0.0719814241486068
"1905","Parkdale--High Park","Male","Irish",10145,0.174492604059168
"1906","Parkdale--High Park","Male","German",5190,0.0892672858617131
"1907","Parkdale--High Park","Male","Chinese",1650,0.0283797729618163
"1908","Parkdale--High Park","Male","Italian",3610,0.0620915032679739
"1909","Parkdale--High Park","Male","First_Nations",960,0.0165118679050568
"1910","Parkdale--High Park","Male","South_Asian",2500,0.042999656002752
"1911","Parry Sound--Muskoka","Male","Canadian",16255,0.218848872433524
"1912","Parry Sound--Muskoka","Male","English",18985,0.255604173678896
"1913","Parry Sound--Muskoka","Male","Scottish",12030,0.16196566812521
"1914","Parry Sound--Muskoka","Male","French",5095,0.0685964321777179
"1915","Parry Sound--Muskoka","Male","Irish",11465,0.154358801750252
"1916","Parry Sound--Muskoka","Male","German",6185,0.0832716257152474
"1917","Parry Sound--Muskoka","Male","Chinese",100,0.001346348030966
"1918","Parry Sound--Muskoka","Male","Italian",1845,0.0248401211713228
"1919","Parry Sound--Muskoka","Male","First_Nations",2215,0.029821608885897
"1920","Parry Sound--Muskoka","Male","South_Asian",100,0.001346348030966
"1921","Perth--Wellington","Male","Canadian",17700,0.229037267080745
"1922","Perth--Wellington","Male","English",15145,0.195975672877847
"1923","Perth--Wellington","Male","Scottish",12530,0.16213768115942
"1924","Perth--Wellington","Male","French",3675,0.047554347826087
"1925","Perth--Wellington","Male","Irish",11320,0.14648033126294
"1926","Perth--Wellington","Male","German",14375,0.186011904761905
"1927","Perth--Wellington","Male","Chinese",100,0.00129399585921325
"1928","Perth--Wellington","Male","Italian",1170,0.015139751552795
"1929","Perth--Wellington","Male","First_Nations",945,0.0122282608695652
"1930","Perth--Wellington","Male","South_Asian",320,0.0041407867494824
"1931","Peterborough--Kawartha","Male","Canadian",19570,0.214360041623309
"1932","Peterborough--Kawartha","Male","English",21540,0.235938441316611
"1933","Peterborough--Kawartha","Male","Scottish",14640,0.160359274878142
"1934","Peterborough--Kawartha","Male","French",6555,0.0718002081165453
"1935","Peterborough--Kawartha","Male","Irish",17140,0.187743030834109
"1936","Peterborough--Kawartha","Male","German",5825,0.0638041513774029
"1937","Peterborough--Kawartha","Male","Chinese",440,0.00481954104825018
"1938","Peterborough--Kawartha","Male","Italian",2230,0.0244263103127225
"1939","Peterborough--Kawartha","Male","First_Nations",2595,0.0284243386822937
"1940","Peterborough--Kawartha","Male","South_Asian",760,0.00832466181061394
"1941","Pickering--Uxbridge","Male","Canadian",12430,0.193643869761645
"1942","Pickering--Uxbridge","Male","English",13080,0.203770057641377
"1943","Pickering--Uxbridge","Male","Scottish",9360,0.145817105468141
"1944","Pickering--Uxbridge","Male","French",3280,0.0510983019161863
"1945","Pickering--Uxbridge","Male","Irish",8845,0.137794048917277
"1946","Pickering--Uxbridge","Male","German",4380,0.0682349275588098
"1947","Pickering--Uxbridge","Male","Chinese",1285,0.020018694500701
"1948","Pickering--Uxbridge","Male","Italian",3630,0.0565508646206574
"1949","Pickering--Uxbridge","Male","First_Nations",870,0.0135535130082567
"1950","Pickering--Uxbridge","Male","South_Asian",7030,0.109518616606948
"1951","Renfrew--Nipissing--Pembroke","Male","Canadian",18645,0.220259893679858
"1952","Renfrew--Nipissing--Pembroke","Male","English",12210,0.144240992321323
"1953","Renfrew--Nipissing--Pembroke","Male","Scottish",11450,0.135262847017129
"1954","Renfrew--Nipissing--Pembroke","Male","French",11485,0.135676314235086
"1955","Renfrew--Nipissing--Pembroke","Male","Irish",14660,0.173183697578263
"1956","Renfrew--Nipissing--Pembroke","Male","German",10800,0.127584170112227
"1957","Renfrew--Nipissing--Pembroke","Male","Chinese",295,0.00348493797991731
"1958","Renfrew--Nipissing--Pembroke","Male","Italian",1030,0.0121677495569994
"1959","Renfrew--Nipissing--Pembroke","Male","First_Nations",3735,0.0441228588304784
"1960","Renfrew--Nipissing--Pembroke","Male","South_Asian",340,0.00401653868871825
"1961","Richmond Hill","Male","Canadian",3960,0.0991735537190083
"1962","Richmond Hill","Male","English",3885,0.0972952667167543
"1963","Richmond Hill","Male","Scottish",2565,0.0642374154770849
"1964","Richmond Hill","Male","French",1100,0.0275482093663912
"1965","Richmond Hill","Male","Irish",2640,0.0661157024793388
"1966","Richmond Hill","Male","German",1580,0.0395692461808164
"1967","Richmond Hill","Male","Chinese",16450,0.411970949161032
"1968","Richmond Hill","Male","Italian",4115,0.103055346857
"1969","Richmond Hill","Male","First_Nations",195,0.00488354620586026
"1970","Richmond Hill","Male","South_Asian",3440,0.0861507638367142
"1971","Carleton","Male","Canadian",16750,0.212657906430521
"1972","Carleton","Male","English",13525,0.171713324446137
"1973","Carleton","Male","Scottish",12075,0.153304132546182
"1974","Carleton","Male","French",10000,0.126959944137625
"1975","Carleton","Male","Irish",13815,0.175395162826128
"1976","Carleton","Male","German",5500,0.0698279692756935
"1977","Carleton","Male","Chinese",1385,0.017583952263061
"1978","Carleton","Male","Italian",2895,0.0367549038278423
"1979","Carleton","Male","First_Nations",1510,0.0191709515647813
"1980","Carleton","Male","South_Asian",1310,0.0166317526820288
"1981","St. Catharines","Male","Canadian",14090,0.20277757789451
"1982","St. Catharines","Male","English",14625,0.210477081384471
"1983","St. Catharines","Male","Scottish",10990,0.158163632438656
"1984","St. Catharines","Male","French",5885,0.0846945383895805
"1985","St. Catharines","Male","Irish",9340,0.134417500179895
"1986","St. Catharines","Male","German",6820,0.0981506800028783
"1987","St. Catharines","Male","Chinese",915,0.013168309707131
"1988","St. Catharines","Male","Italian",4625,0.0665611283010722
"1989","St. Catharines","Male","First_Nations",1565,0.022522846657552
"1990","St. Catharines","Male","South_Asian",630,0.00906670504425416
"1991","Toronto--St. Paul's","Male","Canadian",8070,0.171464995219377
"1992","Toronto--St. Paul's","Male","English",9020,0.191649845957718
"1993","Toronto--St. Paul's","Male","Scottish",7105,0.150961436311484
"1994","Toronto--St. Paul's","Male","French",3395,0.0721342823754382
"1995","Toronto--St. Paul's","Male","Irish",7205,0.153086157441836
"1996","Toronto--St. Paul's","Male","German",3935,0.0836077764793371
"1997","Toronto--St. Paul's","Male","Chinese",2090,0.0444066716243493
"1998","Toronto--St. Paul's","Male","Italian",3690,0.0784022097099756
"1999","Toronto--St. Paul's","Male","First_Nations",540,0.0114734941038989
"2000","Toronto--St. Paul's","Male","South_Asian",2015,0.0428131307765856
"2001","Sarnia--Lambton","Male","Canadian",17850,0.233608166470357
"2002","Sarnia--Lambton","Male","English",16365,0.214173537495092
"2003","Sarnia--Lambton","Male","Scottish",12675,0.165881429132313
"2004","Sarnia--Lambton","Male","French",7275,0.0952100510404397
"2005","Sarnia--Lambton","Male","Irish",11570,0.151419971207957
"2006","Sarnia--Lambton","Male","German",5360,0.0701478864023034
"2007","Sarnia--Lambton","Male","Chinese",260,0.00340269598220128
"2008","Sarnia--Lambton","Male","Italian",2430,0.0318021201413428
"2009","Sarnia--Lambton","Male","First_Nations",1940,0.0253893469441173
"2010","Sarnia--Lambton","Male","South_Asian",685,0.00896479518387646
"2011","Sault Ste. Marie","Male","Canadian",11910,0.187899345270963
"2012","Sault Ste. Marie","Male","English",10375,0.163682259209592
"2013","Sault Ste. Marie","Male","Scottish",8310,0.131103573400647
"2014","Sault Ste. Marie","Male","French",8920,0.140727301412006
"2015","Sault Ste. Marie","Male","Irish",8030,0.1266861244774
"2016","Sault Ste. Marie","Male","German",3700,0.0583734322000473
"2017","Sault Ste. Marie","Male","Chinese",185,0.00291867161000237
"2018","Sault Ste. Marie","Male","Italian",8250,0.130156977202808
"2019","Sault Ste. Marie","Male","First_Nations",3440,0.0542715153427467
"2020","Sault Ste. Marie","Male","South_Asian",265,0.00418079987378717
"2021","Scarborough--Agincourt","Male","Canadian",3055,0.0745212830833028
"2022","Scarborough--Agincourt","Male","English",2230,0.0543968776680083
"2023","Scarborough--Agincourt","Male","Scottish",1535,0.0374435906817905
"2024","Scarborough--Agincourt","Male","French",645,0.0157336260519576
"2025","Scarborough--Agincourt","Male","Irish",1395,0.0340285400658617
"2026","Scarborough--Agincourt","Male","German",680,0.0165873887059397
"2027","Scarborough--Agincourt","Male","Chinese",22670,0.552994267593609
"2028","Scarborough--Agincourt","Male","Italian",1335,0.0325649469447494
"2029","Scarborough--Agincourt","Male","First_Nations",155,0.00378094889620685
"2030","Scarborough--Agincourt","Male","South_Asian",7295,0.177948530308574
