,cps19_ResponseId,ethnicity
35103,R_3MzIPN5hA5PkaRI,German
35104,R_3gYprudM6AbK6Cu,Canadian
35105,R_cGCCINGRT48Xv69,English
35107,R_qQ3bN4WwHpNRqkp,Canadian
35108,R_ByyQGVA0Iti7f3z,Scottish
35109,R_2zvZxSDfL1XdjvO,German
35110,R_3IaGs8g83g4SHYL,Canadian
35112,R_2YYv3R9aPpgnAyM,Canadian
35115,R_ZE1JW8fnDlNyA93,Chinese
35116,R_1EZgvaH9WAtbXNq,English
35117,R_3lPmbodQU0RVGdY,Canadian
35118,R_32LzgRnuFY8jS0q,Canadian
35119,R_3HunJLwbPzKP27a,Canadian
35120,R_saFGgd43lyQodWx,Canadian
35123,R_3JxurOI9rh8sSzs,German
35125,R_1jMLTMPTCYm0WjD,Scottish
35126,R_3sh1WvA41vUElOm,Canadian
35127,R_2tDu1anubNb52KJ,Canadian
35128,R_1Lu3l3qabQ87g5E,Indian
35129,R_1jwzyDsFGY9vg88,Canadian
35130,R_1OrXIYCp7XrcQf0,Canadian
35131,R_2vdkJ6R4tichnBo,Canadian
35134,R_2ZIGm5gJ1SqyNa3,Canadian
35135,R_1k1YAVq3tdovdvr,English
35137,R_8dhHkXeNj2FFwiZ,Canadian
35138,R_31t2Y7vG6EiXJNv,English
35139,R_1iqUZJHI4aWu3fW,Canadian
35140,R_2wb05qeLradjhMr,Canadian
35141,R_2TMYPnNRERemK6b,English
35142,R_1LC28sXzpj0AY4v,Indian
35144,R_25Gf5cnNN87fOg0,Canadian
35145,R_1F2RduTZ1Keq065,Canadian
35146,R_2Cv9zpr4OCOLYQt,Canadian
35149,R_2wG132KmrPLwIPL,French
35150,R_W7Bwrwxz3gkJKDv,English
35151,R_3FRJCBJbIiGAwDO,Canadian
35152,R_2Y9y3m1Lt88gPpW,French
35154,R_24pyzcxPzFwpd9y,Canadian
35156,R_sLPRk925ix85WSJ,Canadian
35157,R_271DwQRMsEXaiqG,French
35158,R_2Eo8A3oA9zqII8s,Canadian
35159,R_2WGZEMmyM1MJsY9,German
35161,R_21vcfMBY0kWu7hv,Canadian
35162,R_3qH15UcvLyywVP3,English
35163,R_2UYg53GZiaZLntw,German
35164,R_1gV1wj6SIXtqsQQ,Chinese
35165,R_Uhmopni7hYbaDO9,Canadian
35169,R_WuPVRWBcnc9gXh7,Scottish
35170,R_1H8beA6sYqanqX7,Canadian
35172,R_w63WDbaIYtB2RwJ,English
35174,R_2EnrzpzufOrz9ui,Irish
35176,R_2dK1kpGC2yqLOMJ,Canadian
35177,R_rfoIlOCstsWmB4B,Canadian
35178,R_2dL4sr2qHDARNeQ,Chinese
35179,R_12rKgrLrbIkRnny,Canadian
35180,R_10Of5yLd5h0kBxV,Canadian
35181,R_3maV1EaEnRCF1XA,English
35182,R_2QsUgXlo1ojygcX,Canadian
35184,R_27dnHijRWU6s1YP,Canadian
35185,R_29jmmCu6gzzvGhS,Canadian
35186,R_1dc5xzyjHW3UJ8i,First Nations
35189,R_1mPknfN26lM0L5q,Canadian
35191,R_2PthG2OAJDQheH1,Canadian
35192,R_2BmxJKZzRX5UFDo,Irish
35193,R_dojFgDDtVFtIAjD,Canadian
35195,R_erPw3ONYuRZGTK1,Canadian
35197,R_DvIu0XrK9QSIA4p,Indian
35198,R_PIKic3vI7FUZkk1,English
35199,R_QaoADPjHkxG08Gl,Canadian
35201,R_22XDB8FZBmCc8Ho,English
35202,R_1g6CsJQTuB84neG,Canadian
35203,R_2QX7FEfJIXeGd8o,Canadian
35205,R_2PvPhLSt1yqILdF,Canadian
35206,R_UPFqo9glMTC1Pnb,Canadian
35207,R_3sXpNk2dgLgNjgt,Canadian
35208,R_abGTZo8uEGqiHZv,Canadian
35209,R_xnlYL7PY2Yt5lTj,Canadian
35212,R_10HRY9qCH2BCJQx,Canadian
35213,R_2qfy9H6Tz5DEtqz,Canadian
35215,R_3nOYfaULPB0gwHA,Canadian
35218,R_1OYO18uCwkWrUud,Canadian
35219,R_2BxR97TBwN3HjNv,Italian
35221,R_RD0n6XqK9Zi82IN,Canadian
35222,R_3kG2hoRqHNDp8US,English
35223,R_2cupkdZzIQqAW5J,Canadian
35226,R_2thX8madNpslLfN,Canadian
35227,R_1rlAHlZFqhpitjn,Canadian
35229,R_123G0FlclyXfyMp,Canadian
35231,R_12MAJeOWvzSgV9L,Chinese
35232,R_2EmjOAWgRqOx2XU,Canadian
35233,R_AEPVo60ZStzr5PX,Italian
35235,R_2RPRGy3AcO18kkj,Canadian
35236,R_3ELHD9EHjFEQLLF,Canadian
35238,R_3CITlce6iQTE9jv,Chinese
35239,R_ba2yiW7P5OcXsiJ,Canadian
35240,R_24f7MWWLAXMTyf8,Canadian
35241,R_1jiB4ZOqzTkK3YA,Canadian
35242,R_1dgb2THyf8ELe0K,Canadian
35243,R_2SIfP70dEOJh5JE,English
35244,R_1mUXphyJBzSAd6V,Canadian
35246,R_3qdnx1cNcM38w6S,Canadian
35247,R_2P84Rf6XxIplKFm,English
35248,R_daMRCNIE3hwWMo1,Chinese
35249,R_1LFF5Z9mQ2X8f0l,Canadian
35251,R_1pt9XHZMikdZfk1,Scottish
35252,R_DI9kwNuxAipXfBT,English
35253,R_2VsbROBmhBF7jTt,Scottish
35255,R_XiSnX7uLta8hrHj,Canadian
35256,R_1ptKcdEp3QFIpxD,English
35259,R_2fpUl93raE6gQpT,English
35260,R_p5iPeRlOHJHlMyZ,Chinese
35263,R_3Q0nBfkAKrOpFkO,English
35264,R_BA0aizf0NkOVpZv,Canadian
35265,R_3pkZrMM8Jj5ZUZn,Canadian
35266,R_1FFYPwpzwqJ2DzW,Canadian
35267,R_3jYUh09Wpn64RRe,Canadian
35269,R_4VE1kld59yblp1T,English
35270,R_1IEHTe2dIBUfaJU,Italian
35272,R_1mDW2MjjAkDB4O5,English
35273,R_3m9mHPLJXOFmqCd,Canadian
35274,R_1YcThcXq0bPxrWx,Canadian
35275,R_2dMkbKXK3iRe93P,Chinese
35276,R_1rHqLPN0oAIIcdG,Canadian
35277,R_2S77JuzrGBEvuzz,Canadian
35279,R_BWCpV1NrUe7zyQF,Canadian
35280,R_0DucdroFEYcVXDb,English
35281,R_ZITGk4wnEmoEskp,Canadian
35282,R_2AZhRIqouvkCPg4,Canadian
35283,R_30krMPKT0afv287,Canadian
35285,R_2YKVGqrz49XhZwk,English
35286,R_31c7dbI6jtWWgyK,Canadian
35287,R_And3vc5hfV0YoEh,Canadian
35288,R_2QtAw5cPyt3QmQJ,Canadian
35289,R_2b0GXnm6ebSWoxw,Chinese
35290,R_10PnLyhLpHippiG,Canadian
35292,R_1DG8XTVW9c02uJo,Canadian
35296,R_1ffTQF8ziIorcT0,Canadian
35297,R_a4QrxvbpNopYNOh,Chinese
35298,R_2V28ycgwabmuhET,English
35299,R_BFHK0DtzeiF7CQp,Canadian
35305,R_2diueEAyfA10Pb5,English
35306,R_9LlueGKLUbeO5EJ,Canadian
35307,R_3KUcsx8goU4Wfp1,Canadian
35309,R_3QGbMVbnRac5wgG,English
35310,R_2BzYjnsD1hoCBzM,Canadian
35311,R_1jCc6MghQd8EeJi,Chinese
35312,R_3Od00tjpbU6v0PZ,Canadian
35315,R_3for1Fv8R9MdDur,Canadian
35316,R_3KO6hJFS7NC6Kq8,Canadian
35317,R_1jIH6NvqtkbD82N,Canadian
35318,R_1iaQ0UXHtSkBFyC,Chinese
35319,R_3OksQ14j3kE5IBC,Canadian
35321,R_2OU5r9mju7GCLJd,German
35323,R_2R1B8Qm39lHK26N,Canadian
35324,R_uxMN37G1DirWhC9,Canadian
35325,R_1LAm6kg3iQXLjfS,Canadian
35326,R_2cuXEDWV28KMZib,Canadian
35328,R_SK6JaD2zdd2z9p7,Canadian
35330,R_USYhni9N0GwQOZP,English
35331,R_XOfRoMs1HK42fmx,English
35332,R_2UfNIrCahuEi3Bf,Canadian
35333,R_3QQcQTxkzJvUyc3,Canadian
35334,R_6L0R7HUMPFBh7Vf,Canadian
35335,R_22XVWMe27PqAqpb,Canadian
35337,R_1roTDRCMPAXVHQ5,First Nations
35338,R_xnnHrhdpGJpKUsV,German
35339,R_1Crm1apacy7xoq0,Canadian
35340,R_3KZLaqjQgfAjVHx,Canadian
35342,R_1qTWg30u6GPSbWK,Scottish
35343,R_2VDNSPYW30GcMMW,German
35344,R_5dJ5pL3ZSIlFP8t,English
35345,R_1FKslsSfC4MOFk5,First Nations
35347,R_qXa38wJtQQakvbX,Canadian
35348,R_svyo4qyAJ2xI06Z,French
35350,R_3lLGrrSDSPWBgYS,English
35352,R_rlQuIX9pXhOv1xn,Canadian
35353,R_2aztlt9XnJUmFVQ,Canadian
35354,R_3JDh5k0gicjua4p,Chinese
35355,R_1eVFkQWjTaKrk28,Canadian
35359,R_sL58YguJNduxCAp,Canadian
35361,R_2ONeGS681s82WOA,Canadian
35362,R_2CjDc7zfUmJd5PJ,Irish
35363,R_3LYl4ZsLXzv4lCo,English
35364,R_1pR8z3cQlzWGCC1,English
35365,R_3KMIedv8BmLLfaz,English
35370,R_3Ga0UyvUa01eLtQ,Canadian
35371,R_2YtsuD8iwjwJWkK,English
35372,R_ZyNea4UvJ0ILD7b,Canadian
35375,R_1eV3ulcuYtzYJBU,Canadian
35376,R_3NU8LYV9RQ5LMgZ,Canadian
35378,R_2vZKUU1PX2cVDHo,First Nations
35380,R_32Wat3abYhyQk3Q,Canadian
35381,R_af7S5pzQBGS0xep,Canadian
35383,R_1d15I3EUUScpVjC,Canadian
35385,R_8ujAfF7Nc3arSHT,Canadian
35386,R_3MMu2WOS0FU2Ryh,English
35390,R_3nSnjzv3kQAj1AS,English
35392,R_2TLvzLlTLnwemx1,Indian
35393,R_1C71kR2ePxvEgZa,Canadian
35394,R_28OoWy1vAcmjWar,Chinese
35395,R_1rdEJLFjXbrbWJ7,Canadian
35396,R_3JrRVBRhFsBDhNM,Canadian
35397,R_1NwxGQpIqlAIE1t,Canadian
35398,R_1hVUWgoDVb69wqJ,English
35399,R_29sJbJfjMmejrUq,Scottish
35400,R_2rqhMqrXYMyrghp,Chinese
35401,R_3hzF2OjCqoLL6AR,English
35402,R_bjU0NjT3F4Nzl7z,French
35403,R_2zAvkDU6wsOe8fA,German
35407,R_OKc2bXsjDRn1VD3,Canadian
35408,R_21BaqeeeZdFcHpw,Canadian
35409,R_2zkj2h5K5OnlfeG,English
35410,R_b2RSo38iqXWRjJn,Canadian
35412,R_2VDPwSWG0fti0Wd,Chinese
35413,R_3QWYiptMWoGJ0cz,Canadian
35414,R_1LRJf3E6CsJT9MF,Canadian
35415,R_sdJYZs0fMNIbMIN,Irish
35416,R_24hK1H6HTU9C8LB,English
35420,R_PZCFnk7w9rorJFT,Canadian
35421,R_2dTigC0nn5lS3D5,Canadian
35423,R_3pb65gXgJaCEJJ1,Canadian
35424,R_3rSYv8yCLlVNJq6,Canadian
35425,R_29tVU6IKtG7M8IA,Canadian
35426,R_3FX73H2RsKSLUDZ,English
35428,R_1LTjzLxGn30W0wx,Canadian
35429,R_55TcKJdBfOYRpst,Italian
35430,R_29ib05wgAi5yLud,French
35432,R_1IuWAnazKfe58P6,Chinese
35434,R_2dGrIKvZ4BTtXw2,Canadian
35435,R_1GPwn92NmBe2ThT,Canadian
35436,R_bxa0uZlO8vukeEp,Canadian
35437,R_3lJKyqSFk0xzgG8,Canadian
35438,R_r8Un6bGRJhohVIZ,English
35439,R_1mXi0u9y9gp6oWq,Canadian
35440,R_cAVQcdWf2X3KXBv,Canadian
35441,R_3q9b55VaI49rzqe,Indian
35442,R_22E2UL9MyxFoq5e,Canadian
35443,R_111PZ5RqNGqPvv7,Canadian
35444,R_12bRW0MmlyCKOwX,Canadian
35449,R_rrHG9YeV4uwDkzf,Canadian
35450,R_3CDep5m1rLTezBj,Scottish
35451,R_3gZ2aBTYF5qA7M8,Canadian
35452,R_2aFahOj4R6Om1Cv,Canadian
35453,R_1rInbj08BbOlMEZ,Canadian
35455,R_3Djx0YjlZ4uhsoc,Canadian
35456,R_2xLbDdeXzNix0CS,Canadian
35457,R_1LTJWxYZeBaoXXj,Canadian
35458,R_330ZxFvpoALUFwm,First Nations
35463,R_2B8wuvwk1fbudoY,Canadian
35464,R_2vkzTjkE4R60KDj,Irish
35465,R_3exLmkhkpXnmzhu,English
35466,R_1nPDHqkJh1mLSBi,Canadian
35468,R_2VrMOUushrvJihu,First Nations
35470,R_1DqVmouA5Uyjvln,Canadian
35471,R_3khvvlICsM0t2DN,Canadian
35472,R_2wiY5KNk5mRS2Ro,Canadian
35473,R_2Veb4ho88ftNgb6,Chinese
35476,R_2xDfJPuUtCOgjcc,Canadian
35477,R_1g2aYDVUnUXC7MO,Italian
35478,R_1EjlteZxvjpLQC1,Canadian
35479,R_DjHo0pVZpUsIx7b,Canadian
35480,R_2aLEqBSVlmUx8dd,Canadian
35482,R_3EibyePMe8FScQV,Canadian
35483,R_3fTt0k6sUHqzcWl,Canadian
35484,R_10Jb1qel25kOhcR,English
35485,R_1mjWsFOxBNdulCm,Canadian
35487,R_1mjSY0nl0aUMQ0T,Italian
35488,R_25yWZQOvf1wKM3t,English
35490,R_3oMHRiyV15xGrc3,Canadian
35491,R_2aJKgOrY0hXbRLY,Canadian
35492,R_1eOZkwn2D5wm4GM,English
35493,R_2uZJXfyYASpHIba,Canadian
35496,R_Q6vVL6LZHEhBOCZ,Canadian
35497,R_yVEJ4rzvSsdPqtX,Canadian
35498,R_3LdLhvqmS4cX2nw,Canadian
35499,R_38D3sErZaEyM4YF,Chinese
35500,R_10r6SS9kAI5RvqC,English
35501,R_2AKWWfyluTFrvwP,First Nations
35502,R_3fq0l9TcIDsk1P4,Canadian
35503,R_2ZQ9182sA6GqzZU,Canadian
35504,R_1CIW1vsf9xb95Xr,English
35505,R_eEseOsze84I3xjr,Canadian
35506,R_10IT8T5JhyvII6s,Chinese
35507,R_1eV51G8NCowDDDm,English
35511,R_237PWFIqpGsdDAf,Canadian
35512,R_1mLwUrkmFgsU1Cq,Canadian
35514,R_9GfqOrUCwMmQ969,Canadian
35515,R_vMKdl02S756L0CB,Chinese
35516,R_2YeK5GsunoNflba,Irish
35517,R_3Czf64Rg8j56e1H,Scottish
35518,R_1f32pEd1uPtMNFh,Canadian
35521,R_3lVmOVyzfNalHMl,English
35523,R_2RVoEPEVt1BTDfs,Chinese
35524,R_yUqW87L3aIl4EcF,Canadian
35525,R_3JmHeIHTaiBXTuN,German
35527,R_1GOlAvklCPhflM2,English
35530,R_27KHPFgW5GZabUA,Canadian
35531,R_a8GmsfhQG2uUsmZ,Canadian
35532,R_A4YGpAWVaHnEiOJ,Canadian
35534,R_1flK0YjEMqRhu8l,English
35535,R_1M0UUyfNCDa1J2B,English
35538,R_1r6cn7ELs6HBw4I,Canadian
35539,R_2CjmOcxpIcADETb,Canadian
35540,R_1gFUDoxAmzygRv8,Irish
35542,R_2uyp3cw4C2dUSol,Chinese
35544,R_2YJk9i9rRfsaHGv,Canadian
35545,R_3MFCnnM6NgtREOr,Canadian
35546,R_25u9EBMvLaAvHXi,Canadian
35547,R_3noruUswrGCBNto,Canadian
35548,R_1oHbDkJep5wEkAp,Canadian
35549,R_3kdBZq2WZKxf30z,Scottish
35551,R_3PzxTlOCabFhY7X,English
35552,R_1lcrYBYvfxc0PeD,German
35554,R_2rMk5zLYhq2yG8Y,First Nations
35555,R_CmhcXHqFeg4pued,Canadian
35557,R_1jkZsNnSRpyRcRt,Chinese
35558,R_3plmw0b8O7jOY2n,English
35559,R_XpNoSIdX4phOtJD,Canadian
35560,R_sv4F02sGOuBBhG9,German
35561,R_1HerHQYhf6YDK0s,Canadian
35562,R_BxhmcVdbtnSBUTn,English
35563,R_2bTWvpFeowIMngu,Canadian
35564,R_1r9tP8dFxQgazCA,Canadian
35565,R_1GZ92XvjHgYMa4z,Italian
35567,R_TaQZMUwKWFE4g1z,Canadian
35568,R_3er9eiFoVci3A9A,Canadian
35570,R_TejTrTvWFxPgmpH,Chinese
35572,R_2fDOGyffPu66rwW,Canadian
35573,R_PIOTa6gF8syyX9T,Chinese
35575,R_1FrAYyZWrroMprP,Canadian
35576,R_1Dx7U6Bzcxt258a,Canadian
35578,R_30i7fX6zfr03PMb,German
35579,R_ZEIfrM86OeqpeeJ,Canadian
35582,R_3NxkzjAhobkl8S0,Canadian
35583,R_2pM4ikLwLYBF8sU,Canadian
35584,R_10CuphBMVlvYy9I,English
35585,R_3OeOVS0CLmyTscb,Canadian
35586,R_1FncIe7F2Inns9e,Italian
35587,R_3Hoz9uw4h4wZIdd,Scottish
35588,R_1OTYbqcBoX3a09G,English
35589,R_1fa4RnAJqZ1Rlvc,Italian
35590,R_33BXMIg2eRl150R,Canadian
35591,R_3indBTt0VFhht5D,First Nations
35592,R_3oWSW3ZIUJFZMLl,Scottish
35593,R_3mlDyiEIt2PPO1c,Canadian
35594,R_3EYJucMAgPlkWKc,English
35595,R_31mZBgpkhsAThUa,Indian
35596,R_1Q6JjbGZ35MpBgZ,Canadian
35597,R_24zM5271RVt6WD0,English
35598,R_31oZ0oslUdLCrpB,Canadian
35599,R_1dKynUuwcySoxfA,English
35602,R_25YemmT2Uf3cFu4,English
35603,R_2CqdnZM4HM4A00l,Canadian
35605,R_tGkQ2f2PjuLXyCd,Canadian
35606,R_Uycai9wjFys0cRr,Canadian
35608,R_9T9dyImN0bNobnP,Canadian
35609,R_33Bb2CSEKcsc9Y1,Irish
35610,R_1FIA4Ic6MmouGoV,Canadian
35611,R_Z4ddVC5vOiXVRkd,Canadian
35612,R_1duFjGMzUjkOJhO,Chinese
35616,R_3qfjIAuf8vTgWc0,Canadian
35617,R_8j1lGhmOhz3BtRL,Canadian
35621,R_1N4bJssi9YGG542,Canadian
35623,R_3NJRIrHJRRz1ffG,English
35624,R_2Tz0jx8wQmYy1uo,Italian
35625,R_4UyOBCFsSRAyJj3,Italian
35626,R_afaTMhLXSM5MiCl,Canadian
35627,R_2wAIYIs7jqKcx7d,Chinese
35628,R_2QrCWFKdKnsY7nK,English
35629,R_2TUiezbJbt49Ch2,English
35630,R_2EvlVtF7J5laEF5,Canadian
35631,R_2e8awBJxgC613p5,Chinese
35632,R_3Pn1j9IaCGogXZr,Canadian
35633,R_1DCtg6LZNZNtAR5,Irish
35634,R_PYUuuP1e5343QY1,Canadian
35635,R_UA3JtASwqNwuTFD,Italian
35638,R_sMPTxmHKWOwZXO1,Canadian
35639,R_BLL4oJ41p9Uxc4x,Canadian
35642,R_1RjebAV5F7XVF3X,French
35644,R_1rN69Am6NE8Q6iv,Canadian
35645,R_2rr30lIdWJviMQ6,Canadian
35647,R_DAGbjPzlUdiJLW1,Canadian
35649,R_bKHCcYVlzE7E0gh,English
35650,R_XNH418wxz4LKSdz,Canadian
35651,R_3nqGsiUbRnNWqO6,Canadian
35652,R_3EYDcaaFn1RbLQS,English
35653,R_3OqzcBxtXgJmKvW,Canadian
35655,R_UGvlQiVWYW6uPqp,English
35657,R_72pvVW0j1ptZWwN,Canadian
35658,R_W3dbdXPaPQyNIIN,French
35659,R_QmnXWkJK7qNu5DX,Canadian
35660,R_2rSdOvhTQ6IBb9y,English
35661,R_1eEIj5eejFU3vAk,German
35664,R_3rTyWVNXHXYDSBy,English
35668,R_R1Qhg5pJe7q4Cpr,Canadian
35669,R_bEn3et0PsU3tEFb,Canadian
35670,R_3PhkHKHpMZnGJyd,Chinese
35671,R_2saUEcZmYJ6e1p6,English
35672,R_238kTuIhtBWvQZ2,Canadian
35673,R_1lnmn8GzmmiaQm3,German
35674,R_0SoSWBV6028EdtD,German
35676,R_bI5e9O8gFaSodY5,English
35677,R_21A20bZQViSK2VT,Italian
35678,R_3p3GrJQSA1zHEFi,Canadian
35679,R_1NyN1OACGmhR9b7,Canadian
35680,R_1NChHpz5WsaneLR,Canadian
35683,R_25z6cWlWwlhXUS6,English
35684,R_1rP5bBc38YpmfGo,Canadian
35685,R_1NrhPliZRx8HRbX,Canadian
35687,R_2ZV4QfMgswS9cOK,Canadian
35689,R_27P70dakRlgx6K8,Canadian
35690,R_7O4T20bqvZdixTH,English
35691,R_2Y3q34xDn1r3XJw,Canadian
35693,R_1f2XKBSESM3V6pN,Canadian
35694,R_2B3urzQHo36Dp2v,Canadian
35695,R_3M4pubj4CCfQ08u,English
35696,R_1f88t36xnS8DEjk,Canadian
35697,R_2VpE9JW8XCgs4CK,Canadian
35698,R_u1BtVHTqHU0iXWV,Canadian
35700,R_Uoon9LbeOgaudgt,Canadian
35702,R_2WCDTI4g9hgPzqp,English
35705,R_28G2NZWB6izKNsX,Canadian
35708,R_1eCpBzrup1BRP2T,English
35711,R_1K7r4z2WDc5NdZb,Indian
35712,R_1cTxdMf5xNoHAQd,Canadian
35713,R_1NE31JgxKibFE1w,Canadian
35714,R_xgsyRjm4dY3O4sF,Canadian
35717,R_RgDWvBXGHn6a2ml,Scottish
35718,R_Z8jRgy8mO7vsG4h,Canadian
35719,R_eIMiX0Ebn1yjdv3,Canadian
35720,R_3nit9xOWPYS1nBQ,French
35723,R_vuJi1MzpVh6iQ0x,Canadian
35724,R_2wMrt4mf74vVLmK,Canadian
35725,R_2xPPwjZatxZRkxk,Canadian
35726,R_Do5CsneVgx8jKGR,Canadian
35730,R_1CBGM6qKzWiihLd,Canadian
35731,R_3EBby378a7anuOa,Scottish
35733,R_23TqmwIvvpRJ12q,Canadian
35735,R_1dgma5tAk59hkJS,Canadian
35736,R_VR8Qfyy1Bh9H6qB,French
35737,R_2OJUByt4LY2chTt,Canadian
35738,R_1fkfrvK6hzRmM9I,Canadian
35739,R_3oAqU60tyawpROl,Canadian
35740,R_3HLV8YTjqMvcQET,Canadian
35741,R_2at6AJQQ1D0V3GB,Chinese
35742,R_2bQcZfXnsodGeN8,German
35743,R_3gNKYhufl3Dh1tD,Canadian
35746,R_2RQvm5oOGUz3wGA,French
35747,R_2OPFEDUBVG92kuT,Canadian
35751,R_2a8NOlZPCtfWYwM,English
35752,R_3lzDmo8FUfBEErY,Canadian
35753,R_3HH3wxUGL0dsk4K,French
35754,R_PGtpKInWAgOd76p,Canadian
35756,R_enwF20gLWsvvEKB,Canadian
35757,R_2fJ6YGWcPL4M36n,Canadian
35758,R_3JJIgHmmZLHFyFP,Canadian
35759,R_3EYzmphToT6BALi,Canadian
35760,R_Z9o6aPs9Da3UEOR,Canadian
35762,R_1QJB4gMNIKkS2za,Canadian
35763,R_3KUuM4vI7Od22vP,English
35764,R_2RaFTQtJKM6lLtV,French
35766,R_sGSq6KrEXASa6kx,Canadian
35767,R_2zl7ZOaLwC7VswY,Canadian
35768,R_3RmVtzIs8WF8RID,Canadian
35770,R_2Ppo5x1tiHpbp4j,Chinese
35771,R_1Fhq0B392futvrg,Canadian
35773,R_ByQxpVmh1UsuaM9,Canadian
35774,R_RX41oguafd3b8lP,Canadian
35777,R_TorKekLmbkfHkhr,Canadian
35778,R_12mw9Bl9UnNYGGf,Canadian
35779,R_2bOSvXcY9YAqxT7,Canadian
35780,R_1OI6QH6Te7OAa73,English
35781,R_3KB1hIxBXkYVR1H,Canadian
35783,R_3niUDAf5btaIDLU,Canadian
35785,R_1IN7dLiEZJ6r9Tc,Chinese
35786,R_1dyGeUvwfHr79zZ,Canadian
35787,R_AL1ilnASVNzXIhr,Canadian
35788,R_cU4xabs0xDiRtp7,English
35789,R_2V4QCbHeS6dfuNY,Chinese
35790,R_vMigqo7jqVINrIR,Chinese
35792,R_6SbopQLwtZnBX6p,Canadian
35794,R_2PgNtPltcu3cmY9,Canadian
35797,R_dm4aMz0XrQhtRnj,Indian
35799,R_s5ONAQUSQDOhoWZ,Canadian
35800,R_x020zIoRpHg6jZv,First Nations
35801,R_2rG9QNh79XOHAbU,Canadian
35802,R_24jBCyGyJnPjKeY,Canadian
35804,R_r6ICDQLA3pwKILv,Irish
35805,R_etwJKReNkNzGlQR,Scottish
35806,R_2w13nVfxsUcZ9wA,Canadian
35807,R_eKSUsdTxBoHgi8V,Canadian
35808,R_3PoAz3YEysCGzlG,Canadian
35809,R_1q2JPaa1V8VxcGD,Canadian
35810,R_3P5dEc7c4bfoGxs,English
35812,R_10PBMpLCARnBn8p,Canadian
35813,R_3EiF3RWaUos1XSb,Canadian
35814,R_3xZaIf6gHveLrzP,Canadian
35815,R_1r7WBIhDqPafFW1,Canadian
35818,R_3L0SvZo0NeM2ltH,Chinese
35819,R_3RxtEXamJv5Rlw2,Canadian
35820,R_2uIgfwucn5iunVM,Canadian
35821,R_1FEzW1PfKgGnNQA,Canadian
35823,R_2OSZtWrZhLfiPvZ,English
35824,R_VVD3phF50IDhitH,Scottish
35825,R_PFIEDYBCEf9BXsB,Canadian
35826,R_RE8hGncinSr1VQZ,Canadian
35829,R_6lGgklrZNHigyAx,English
35833,R_ebnAFI39xyNcAM1,Canadian
35834,R_238iGNpYBPuknVe,Canadian
35836,R_2AMhj10mwS2we76,English
35837,R_1HjmUb18VDhSkQ2,Canadian
35838,R_2aDk0HH0bstfnG6,Canadian
35839,R_3dMJkcFNfOgi5Ir,Italian
35841,R_1P7DjdMVbBUCRMK,Canadian
35842,R_26bc1a0EfilMd31,Canadian
35845,R_2SJlx6WRLI2P3S9,Canadian
35846,R_3VFGCiwCWhNW0jD,Canadian
35847,R_31t0esZCUxDUvIE,Canadian
35848,R_2uj31nuTZvbAUBr,Irish
35849,R_3G81zoTyGgVSvDP,Indian
35850,R_20TDjakEkUiSuKi,Canadian
35851,R_3rTGgGFA4Hh3Cz9,Italian
35853,R_2z72Mys9k9TIDUv,Canadian
35855,R_ypxQCWUwEY8ozDz,Canadian
35856,R_2Yy21BrwzbRu2Sp,Indian
35857,R_2YgJKZxzKCtkX5F,Canadian
35860,R_3mmiPjSqru7XyJ7,Canadian
35861,R_UW6RKfzqZz7LiOB,Canadian
35862,R_1Qnkukv15FNyO0W,Canadian
35863,R_2eQLwqvtnuBkie8,First Nations
35864,R_erkvxxfRnIGQObL,Scottish
35866,R_eWOcJaojaaUZ7gd,Canadian
35867,R_2v7GzSiWwd9oLc0,French
35869,R_1f1m2fgrffoB373,Canadian
35870,R_u4VFTAil67tyBc5,Canadian
35871,R_2zDdp5HsLYvlAgu,Canadian
35873,R_1l63KLcNf4t4SQ4,Canadian
35874,R_1mQ1aKXhiXR9yLx,Canadian
35875,R_3LjtMyMIwHbUQ4F,Canadian
35877,R_2Bzfp9Z9LhcUffo,Canadian
35878,R_2SAY3IZePDfmteS,Canadian
35880,R_1hM7dgI25nfpqNu,Canadian
35881,R_3oByXKjy9hWxu8n,French
35882,R_86d6JE4uuqssksF,English
35883,R_2eQ07i49jvJssfD,Canadian
35884,R_zdOkvR8MTqcWcw1,Canadian
35885,R_3iOr34BX0fzQEYF,Canadian
35887,R_1QGgpGWhyfulDJz,Italian
35888,R_31i2XAtgf8vVYj7,Canadian
35890,R_3stqBEzZwKRAoao,English
35891,R_1NgntLP40czvLZu,Canadian
35892,R_3Eu9H9cwOGKFi9X,Canadian
35893,R_1EZL3yqTEbBLjLt,Scottish
35894,R_qx77f9aC4Yov7hv,Canadian
35896,R_3egWxQiJItsyqHD,Chinese
35899,R_ZdA4MteEdZYsb73,Canadian
35900,R_23WvjiKlravaYEN,Canadian
35901,R_28BQHYa4jWFJK48,Canadian
35902,R_2rZcMqLvbQtMPUC,Canadian
35903,R_1pmWJOn15CCj8mk,Canadian
35905,R_1C7uBv0Qxk6xxLM,First Nations
35906,R_2sWTn1WGKy0F2PL,Scottish
35907,R_2RWzTcd08EN7f7T,Canadian
35908,R_31SeLtqOVaJeVCG,Canadian
35910,R_1osPpMK22wZ7gXW,English
35912,R_PBqh9kOv1Ei1yBb,First Nations
35913,R_1LdF70ddt6rQwVQ,Canadian
35916,R_2e23maE09lFxWtN,Canadian
