,cps19_ResponseId,ethnicity
783,R_2YsTyeTioWTFY6c,Canadian
785,R_3s6tGrhfrDlgKoj,Canadian
786,R_1KuUgMHsP3pyovi,Canadian
787,R_1dyIZ0Qtl6XZOip,Canadian
788,R_2RQjFesjoVSziYG,Canadian
789,R_3oBXBHv114ZjfbY,Canadian
790,R_T0imqx501IpyxDH,English
791,R_1CviaU3dpdQnJJe,English
792,R_6ooiZyGF2wZNawN,Chinese
795,R_3lDIFc9nclwuol2,Canadian
796,R_3DqhsHaDCkpWvyS,Canadian
798,R_12lEvzx9WE9Plfv,Canadian
799,R_3qdKRs87zYfVoxi,Chinese
800,R_2WOPspdAaKwA0du,Canadian
802,R_RkKOpK5PAG8BXEJ,Canadian
804,R_XMTp3hIjNwa2vzr,Italian
806,R_1FQeVmZ5GIbngdn,English
807,R_3s7debZRko4a7UQ,French
808,R_2YokIlNo0qsQ3nI,Irish
809,R_238Ii4wBSc3tpCp,Canadian
810,R_3NWbLkWY37Ns46v,Canadian
811,R_9oa2jOWH7phNBxD,Canadian
814,R_2ZPUmuIYhlTIgqs,Italian
815,R_3m9aURfMdRFRtGE,Canadian
816,R_1dbQv3zDOBz7kC8,Canadian
817,R_2rTSfW6AySIXsCk,English
818,R_3h57Zyv1WkisK2h,Canadian
819,R_27OjlPIVQNNUG2F,Canadian
820,R_2dNhix68J0aIxYe,English
823,R_3oObV1o4D4KkZ2C,Canadian
824,R_4UfoJOp8TU3odZT,Canadian
825,R_2QlgWkkj0PC5tAu,English
827,R_2afChbHCHfJfEQ1,Canadian
828,R_11634K2DTZgsiV6,English
829,R_2afv22UDhrYRdda,Canadian
830,R_2U30s4c4vkPsDtS,Canadian
831,R_1KxOsZqtkm4ewvg,English
833,R_3G1J3lYuihnIWra,German
834,R_vJIJNkcqYWbs7nz,English
837,R_2QmOCueNVyIj9VW,Scottish
838,R_3rSdkWEICXVDF6a,Canadian
840,R_1lv4LmxqLNBMJci,English
841,R_2UYQXCshBjdc57t,Scottish
843,R_27rsFrEE7sEp6Ib,Canadian
844,R_1lAUvfAalZe0UNq,Canadian
845,R_u8Jm6tCM2jjTVbX,Canadian
846,R_3JgidRewL11lji3,Canadian
847,R_W2NX5lLmE6nTxER,Canadian
848,R_vjHVeT4p4gtSgHn,Canadian
849,R_30jlvP8jvEe43xR,Canadian
850,R_2fjSn11tvVDNNt2,Canadian
851,R_3njBkjIdDzaOFMb,Canadian
854,R_pz68BgLeqOAd4hr,Canadian
855,R_20OoibZmf5POhrJ,Canadian
856,R_XYD59CzLIT1qIwh,Canadian
857,R_2Ezw8pcweE20VUi,Canadian
859,R_1joZ13lu6xwTDmH,Canadian
860,R_2ceCsg8AH35Sfsq,Canadian
861,R_2UfTHWyVxJYnWTn,French
863,R_2zGVnmG0XC2y0Is,Canadian
864,R_3IXmvFcEZf8vezN,Canadian
865,R_2PqbOi7GFeYfYCO,Canadian
866,R_xuywatjnSOYkZmV,English
867,R_3HOMkqA6znepRRF,Chinese
868,R_11ay66pjm2u3up8,Canadian
869,R_1ocono8du7aMHIv,English
870,R_2f1DTKG6EKMyPO6,Scottish
871,R_2SqTb6mLhvTvxLy,Italian
874,R_XFB2rpcot8q4VvX,Canadian
875,R_1jTYr9HO6HqgXXb,Scottish
876,R_2D5q2XIKGLRGoR6,Canadian
877,R_WDUTQm00GIgl2ZX,English
878,R_1C74GWICWoGrgXP,Italian
879,R_2RZYefEVbbNxFxF,Canadian
880,R_1ocKnIbgeClgyM3,Canadian
881,R_20Sa165O5lxJD1l,English
883,R_3imSzhdUtsknfcd,Canadian
884,R_1NfwkZDuyImy9Fn,Canadian
885,R_3CDiGuCDNdHCs8K,Indian
886,R_1rBPS4chD5tz36B,Canadian
887,R_2Qln5yz3eR11JiG,Canadian
889,R_3HYQ56KlPkBGAhQ,English
890,R_1GWxz1r3GEKw6sk,Canadian
891,R_A1aEyynRxrhGmNb,Canadian
892,R_3QMANSjf8JIHFJH,English
893,R_9v6HsehOJsSSaw9,Canadian
895,R_2RR0jHyJOWBREND,Italian
896,R_AzWLJyinu8uWE6Z,Canadian
897,R_3PjkiIByikzmC8u,Canadian
898,R_28zCmLrOxzVQ4Bm,Canadian
900,R_wO8clwcbZMpEMzn,Irish
901,R_3pqXOkWC1bzGMbK,Canadian
902,R_3qZDDlOpjlrc2bO,English
903,R_2QrNo1CqFE3lSzc,English
905,R_3nwrIS8YaRspTBO,French
906,R_1dADB3yRQJFV0xS,Canadian
907,R_2dFHfqUgjf8GVtj,Chinese
908,R_VL7BvfCSBJmNZVD,Canadian
909,R_3J7OQmfFjM7jNsU,Italian
910,R_2b0G0AWXTCEYGR4,Canadian
911,R_1FD7Kvqv3v7mCM8,Canadian
912,R_1gIoStRWwhnKn1o,Canadian
914,R_Y6mJ7YiuiDnjIOt,Scottish
916,R_28NHuFfrQahsnUc,Scottish
917,R_1Xtf9WfOoiJNtg5,Canadian
918,R_3fcUau6K7nsUnDd,English
920,R_24GBLaxcqbudWLa,Canadian
921,R_32MkmFc2DoJHWgu,Canadian
922,R_VOmGtRkj9WXNdmN,Canadian
923,R_1jBq6IsErrzY8M1,Canadian
924,R_3COfQPJoHO1uV8l,Canadian
926,R_pgj0YFY9072HMOt,Canadian
927,R_1pKk7EJLFRNoUcV,Chinese
928,R_PSPzddXVML1zC0N,English
930,R_2CIiF2CqScMm5pn,Canadian
931,R_3Hwas0nVP1g3GOF,Canadian
934,R_8qWZVb4qoxmA8pj,Canadian
935,R_1HTc3xPRA5YrwFH,Canadian
937,R_3KUYFnTcSdqdfkQ,Canadian
939,R_41MCLzN4H3FPFyF,Canadian
940,R_3ha5DFqLK1ZPxxg,English
941,R_tDsfpkipns6ERYB,English
942,R_2TRcVCCHx1zLXar,Canadian
943,R_1P64QS4DtK1FYYg,Canadian
944,R_1GVzVfEz0QalZ1l,Canadian
945,R_3sadeo7jKlLi1HG,Canadian
946,R_2uI09d688RaW7tD,Canadian
947,R_11jVzeO5vLdiSWm,Canadian
950,R_1GEyQXRafAeJDPS,Canadian
951,R_1pMrmMkr7sZPnak,Canadian
953,R_BQjniwOINFzQ06Z,Canadian
954,R_3kyUOONKFt4ZoXW,French
955,R_8GJoJWT5mc2tP3z,Canadian
957,R_SI7FKNHwK0j6Scx,Canadian
958,R_3QDi16LXsi20OwS,Canadian
959,R_1DpskM6jvBoEXMS,Scottish
960,R_29rVAU6QHvn1BHX,Canadian
961,R_2wLUBkHlFqeKWUp,Canadian
963,R_3qgnG34nh88Np8P,Canadian
964,R_2pK9xszy92YXPcU,Canadian
965,R_2y4ouatVUXpCwbO,Canadian
966,R_3MR3VdNAOSugtJM,Canadian
968,R_2sTNhWMBsx34E3X,Canadian
969,R_3qmtryn4XrL0nwd,English
971,R_3nIt2wKMjxLyb2f,Canadian
972,R_2rVnKmrSAIihTIn,Canadian
973,R_9YasfPvGNwIgXRv,Canadian
975,R_2YuiS71iebkmDDC,English
976,R_1eJAi2mKMPEixZP,Canadian
977,R_1jesZ9l5qVK7P9N,Canadian
978,R_29iHhpXejYOoSsN,Canadian
979,R_T60PKaH9CXwKcVP,Canadian
982,R_38z7ANgQzVs1saJ,Canadian
984,R_3fVjdLFKgiWHcGK,Canadian
985,R_2720Xe0pWGNvglh,English
986,R_3KuLQRt8SzYRQAb,Canadian
987,R_1jvJle3bLEqLw3F,Canadian
990,R_1fkmKB3GjK3RbC4,Canadian
992,R_1mFxjra9tYhGGcX,Irish
995,R_2CKwMSXnWowRK51,Canadian
996,R_3JJkHhDsuX9O3ky,Canadian
997,R_1dnr6rsn3oWzJR6,Canadian
998,R_23atUaw7aRDPTCo,Canadian
999,R_1Ks7V6DXpSq0xW7,Canadian
1000,R_2dstd11QNmGQtSL,English
1001,R_2E73G2MEIdTwQ4a,Canadian
1003,R_73WPl8G3mMp2Wch,Indian
1004,R_1mCNNhvEW6TTeV3,German
1006,R_2VK2TAYbYfcIvGz,Canadian
1008,R_3nwrJkNJBAo6R84,Irish
1009,R_5tO36y3AvVhjLzj,First Nations
1010,R_3fZtvnS9BPCF4ft,Italian
1011,R_1QrODhCvGtOhK96,Canadian
1012,R_3GeNQACYz3NZ7x0,Canadian
1013,R_2SHLIcnkp11uDOK,Canadian
1014,R_xr2Z9kraAcSuy3L,German
1015,R_5Bz5TKLvIKCPBdv,English
1016,R_1hG8ZgHFihDrsQq,Canadian
1017,R_1eEigm4fSBNXtIM,Irish
1018,R_1JRsPBzwieiFnBQ,Chinese
1019,R_2zjeT8oIhvbBn17,English
1020,R_20S5SwwOoU8feTV,Canadian
1023,R_28SzXbYDDQUIaiB,Canadian
1027,R_3fBGNcd1PY8lF8Y,English
1028,R_1HhoetYqBpqzEYB,Canadian
1030,R_2DUYgjVsYU7ymLt,Canadian
1031,R_TpZghwyC9WSShih,Irish
1032,R_puVlnpB3VkLCKUp,Canadian
1033,R_ekSJdDrpe97Vfvr,English
1034,R_2TYnQoJHbCKA5DL,Canadian
1035,R_2roqL6LOsxOwa5a,Canadian
1036,R_3e48mGCLpuxChUE,Canadian
1038,R_V2n1p4dQ1iLsIUh,Canadian
1039,R_3rGutg1p6XtMEdl,Irish
1040,R_2saQzSbv7I2xhDZ,Canadian
1041,R_22xX1kQZPPEG86U,French
1043,R_2waWs23uS7ohim3,English
1044,R_UtlELky1hZOu8c9,Canadian
1045,R_1eS41jUMTFkPNsN,Chinese
1048,R_2uBRVWOP2Ko9ZE2,Italian
1050,R_3Kopy34YParC6UY,Canadian
1051,R_1l66pbf0naaAsjs,Canadian
1052,R_2Cyyv9xGQAEsHwT,Canadian
1053,R_1IGcJMi5wCOKh5z,Canadian
1054,R_27rnXfZj6y2Vq75,First Nations
1057,R_1cULf09QUkHmeaa,English
1058,R_cNh7Qidm9ux87oB,Canadian
1062,R_3PSJ5hjIQbcQ95J,English
1063,R_2Bsw3DXvssJbtFa,Canadian
1064,R_3Jq7FD9u6Yh8x1V,English
1065,R_2uyRSAWWyUl8Jij,English
1067,R_1mxgTO4aBgXjuXS,Canadian
1068,R_2B2oVjtQ3W2lo2N,Canadian
1069,R_2Qngr9pAwKgnPK9,Canadian
1071,R_1DIvSHFIwTrlHnY,English
1072,R_stklpz1zNt5ygUN,French
1073,R_2tyTqQzuvAUyMGL,Canadian
1078,R_3Od1sAh7nLxLsT1,Italian
1080,R_3oAcsTCCRE4LNwL,English
1082,R_2tFPQPqLIAet8gK,Canadian
1083,R_232dkFdea6sULhW,Canadian
1084,R_2waTqLLhxk4CFtI,Irish
1085,R_6huQVAzr1jAjuk9,Canadian
1086,R_wLdflhzx9CGfT9L,English
1087,R_AdijtFqMLvWJ6G5,Canadian
1088,R_2PCqf6vxkktiLbS,Irish
1090,R_1rMua3SvJIrsDsu,German
1091,R_2SDNBrdTHOdDrOD,Canadian
1092,R_ZsG77Q4PPqhcOEV,Canadian
1093,R_24NnEVVst4FZdn9,Canadian
1095,R_2EgBt6vZVuvFEri,Canadian
1096,R_3s0OSiv5MtGZyWj,Canadian
1097,R_3e8JIdqd1ppBLBy,English
1098,R_11h0eQJLawZDaDu,Canadian
1099,R_2zpPfVIr6y2Wq01,German
1100,R_2WTNogu6ut8b51n,Canadian
1101,R_12GyEo6BPk10J6l,French
1103,R_1jCh5PseUOnfDFm,Canadian
1105,R_2xxAjQSp7qdyJro,Canadian
1106,R_1kZhzjWXCXSs3gH,Canadian
1107,R_32RqIQVSE48k4XG,Canadian
1109,R_5yFBr2G5N8EG9hL,English
1111,R_3qwJRsCbUg3nn4B,Canadian
1113,R_1BoEtN7m34KAjgR,Canadian
1114,R_2E5X49f2ZqORiHl,Canadian
1116,R_3EXuRgtgy81cKkk,Canadian
1118,R_3j9xnldgtFVZ4rn,Canadian
1119,R_4H0DYVCK480Z2lH,Canadian
1120,R_1o5oVJgirNwOZqo,Canadian
1121,R_3DeIwmhbbrVUuf1,Chinese
1122,R_3IWankEgvEhLj7P,English
1124,R_ROKMEVzdnPL9RoR,Chinese
1125,R_3h45C3LGLjnTbK0,German
1126,R_1dMKdGUaLnJUNYR,Canadian
1127,R_3p4kgPKPmdxdAmh,Canadian
1128,R_W1Z2Idtb2564x0Z,Canadian
1129,R_3CIVm6TWKderZxz,Canadian
1130,R_2Wx06Wa2NYvBt4O,First Nations
1132,R_UhjlbhyipG4WA1z,French
1133,R_3MutvjsRjEkoGO5,Canadian
1134,R_3CVs6cj7B5qsHkK,English
1135,R_1Isf1TgExg0y1W7,Canadian
1136,R_2aITz31nnNsbPui,Italian
1137,R_2R9ZxDwenIdAluq,Canadian
1138,R_3shMHCJXqt92exo,Canadian
1139,R_yIaPxx4cVZQVrAB,English
1140,R_UXZSkscire28Ek9,English
1141,R_1f1myUf7AqpiFfc,Canadian
1142,R_2bTvGtiIjRzna7n,Canadian
1143,R_2afCwCOIFRdZfAT,English
1144,R_4Mh2mekrRcoMtMd,Canadian
1145,R_2S0iPzcRUPTBwIz,Canadian
1146,R_33fhUKmsMjX9YOH,Canadian
1147,R_1dzcp59CJlLNIQV,Scottish
1148,R_1DSi9JoxoyT7ZbN,Canadian
1149,R_1l5A6InLR5ZbSAf,Canadian
1151,R_4SnBZP5r78xqSRP,Canadian
1152,R_27BxgKUJ5GDLaCo,French
1154,R_OCpZIBLDgnIOJMZ,Canadian
1155,R_3OC1QKi7PQivqBr,English
1157,R_DxenQWt6LplWeJz,Canadian
1159,R_1eWbtLAtuOlaZ3b,English
1160,R_2AEYUpQIgW5DvFT,Canadian
1161,R_sBSrMUXOe4vUQdX,Canadian
1163,R_3J3s3OLlKf7USpd,German
1165,R_UMjN9FSXTW2twnn,Canadian
1166,R_1gH0pdSJtq4hnJw,English
1168,R_a4MH492aydllhzr,Chinese
1169,R_2rVkyyUFIdLM8Ra,Canadian
1171,R_10Mp15t65vwa9tm,German
1172,R_2QPZalLOEu2e7Rz,Canadian
1173,R_1C7SKQ7MuZODSBc,Canadian
1174,R_1kObyNJm7S6PnHs,French
1178,R_2zIKkGzQ5Fcu1jZ,Canadian
1179,R_3kdDxe3gtxvMEhz,Canadian
1180,R_1OP670BFTxeswNb,Canadian
1181,R_3nI2sBGf49WGf9t,Indian
1182,R_2wFfWoSJPxSfidI,Irish
1183,R_12rU9sIdGhSQKBz,Canadian
1185,R_1Kg9Cgrl0IqutZb,Canadian
1186,R_2rx33BwR6THXHkd,Canadian
1188,R_1pGQkqxbeuxM8Oa,Canadian
1189,R_3feYUbwDzIF89Ns,Canadian
1190,R_2EoBGZrx189C3Sg,English
1191,R_qIY0i24nbsGG1dD,Canadian
1192,R_5ywZ2LHgIClVba1,English
1195,R_2f7jiuxd4sS9lMP,Italian
1196,R_8vLSEAEiVGHwUbD,English
1197,R_3I66pRHbHyyNRdF,Canadian
1199,R_5jXAki2FZ4KGOs1,Canadian
1201,R_6rPQ1BlK131UkZr,German
1202,R_2xLaekpnTsnwGNl,Irish
1205,R_24NTTEKXDlTndkd,Indian
1206,R_2XbwkfdnIHwvrZn,English
1207,R_2S67Tw3Duvq5rHA,Canadian
1210,R_2QGnpMzEkzIRVKb,Canadian
1211,R_sNbqC9SKpHCwrjr,Irish
1212,R_wRx99T0fmo2ccPn,English
1213,R_eE5oXLb5iP3ny7f,English
1215,R_20Yh83oFnW0C0Nd,Canadian
1216,R_1FQfAJN72CsnKYy,Canadian
1217,R_2EgkUnNKIaLJTCF,Canadian
1218,R_31trJejhyEmrDnS,Canadian
1220,R_1pWMQvG0WOu1hRK,English
1221,R_1pnHNqi87WGiY4O,English
1222,R_1o08Hn5RswZjv3n,English
1223,R_2uEr1RBGKfAlnrp,Canadian
1224,R_2CpoMDtyvPygcUI,Canadian
1225,R_vCSHV39lTKdE98Z,English
1226,R_3KTx3UJg15cT0zt,Canadian
1228,R_3hbk2YaV9SgvqwE,Irish
1229,R_0xGL22G8GXuyI37,Canadian
1234,R_2491RxBW6M7AxRS,Canadian
1236,R_10uBTs55WnApcQO,Canadian
1239,R_Anh3W95EDLLrPnb,English
1240,R_1QrvbQu1yqHRvHt,English
1241,R_1NwxRMp4ZutaV14,Canadian
1243,R_ANeQrJSQ4QGD21P,Canadian
1245,R_1PaTn13rRQLxluA,Canadian
1246,R_yjULFtyvb49Vhn3,Canadian
1248,R_1gTqpSI03Wu5U7P,Canadian
1249,R_3CTVuT3pnSAJlr9,Chinese
1250,R_1OGO19OsWpqSacp,Italian
1253,R_vPLTU8EuFh79wQ1,Canadian
1254,R_2yjiJPl2j6UVUIE,Canadian
1256,R_3EcBRQP67j6QkDj,Chinese
1257,R_1GVtNDb1ub3jz6f,Italian
1258,R_10uVyyItqXLstRj,Canadian
1259,R_2QiHDQKjEm7fYwp,French
1261,R_1dfMYPrZcIgBCvI,Canadian
1262,R_2VJdLA0mOjjTREz,Canadian
1265,R_2pWCdEIspBHUjkn,Canadian
1266,R_yVfJROWQyl1eMBH,Scottish
1267,R_1Cs8a5Aj3hAboDr,Canadian
1268,R_RbgdHuZ0sx6mWAN,Canadian
1270,R_wKSGzNp4YrKcHzr,Canadian
1271,R_2fdL6wiG3VaRiqQ,Canadian
1273,R_214XjZAO4qJ0OUt,Canadian
1274,R_O6Io2vwUvzmcYp3,Canadian
1277,R_1IB579D8J3oVRCQ,Canadian
1279,R_1IZdWMrqvIysU4p,Canadian
1280,R_ZabnsJcc0XokiDD,French
1281,R_3qPqNgBcAJ0qTLe,Canadian
1282,R_27No6BJDsEeqvwN,Canadian
1283,R_1exhTdydIhD2QXa,Irish
1284,R_2VCqey67u4drNn6,Canadian
1285,R_12hcCSAybPV9GWJ,Canadian
1286,R_2zSHjzUL8wPI6NP,Scottish
1288,R_2Ed6FICy0YbzESF,Canadian
1290,R_3nflQGnrWLx3SPe,German
1291,R_1pmbI9rFPlFm83n,English
1293,R_5cYpzImb4TTOD5f,Canadian
1294,R_1jVT3Um5LWzTz1L,Chinese
1296,R_pB2KHvlovRX03zb,Irish
1297,R_27USJoNe1RGm9Vo,French
1298,R_1JQvFDn0x0NfnDd,Canadian
1299,R_T6H6XhfffcKeXu1,Chinese
1302,R_plVG6x2A8zcvya5,German
1303,R_AG956fkY0AeV8vD,Italian
1304,R_1jB9Dv29bGn209Z,Canadian
1307,R_1JUvaV9UyqgXMAB,Canadian
1308,R_2Eo4mqgKZbBUcfL,Canadian
1310,R_3QXgv7xbmCtBJSr,Canadian
1313,R_24efa6IWJgAL61Y,Scottish
1314,R_p5Y5gHuOeWSnInT,First Nations
1315,R_6x6eD4b6MJGGKkx,Canadian
1317,R_3Grp48wKvLcSIRb,German
1318,R_2AG2BoS7YsKjkwF,English
1319,R_82eDNwUSzjwPjKF,Canadian
1321,R_DCxkI5nfGQZ3qA9,Indian
1322,R_30duBHo335tUoOQ,Canadian
1323,R_3ozpLrqS5EvUHDJ,English
1324,R_1IyeYI3k8vtdJdD,Canadian
1325,R_DPnpYQ45Gc3Xod3,Canadian
1329,R_XKUBYKonkMsKm53,Canadian
1330,R_2CksN8xLHJeegHq,Canadian
1331,R_1pJz66j7s16EtbS,Canadian
1332,R_21tvMPO00NhX3GN,Canadian
1333,R_881wxToCeAxeRgd,Chinese
1334,R_wUnaLTSbSJKhCcF,German
1336,R_2fpbq87aIJkqhqh,Canadian
1338,R_2QuQhXwUbZdiz40,Canadian
1340,R_3EiMtfDh8aw59OF,Canadian
1341,R_b7N7iBOPX448rdf,Canadian
1342,R_3kd0CY1PTRL7cYe,Canadian
1343,R_2Vg8unAISyMLCPO,German
1344,R_28UHWdIOazrGV6R,Canadian
1345,R_2V1OJC1HAhkWUGg,English
1346,R_1pSh7v8UTb8DPXd,Canadian
1347,R_12fpW8lA65MfiiX,English
1348,R_ZDLrUAUPFSNhnPz,Canadian
1349,R_3fdweoCwhOQztVf,Canadian
1350,R_1g7UWdZ0xJ9sLSU,Canadian
1351,R_3M5bMbnmNqUdOI1,Canadian
1352,R_Ung8tgv9Z9oW8sF,Canadian
1353,R_vohQVNw3W6WdcA1,English
1354,R_21cZEaculFM7044,Canadian
1358,R_Tw4Dka0SAEKx3XP,Canadian
1359,R_1F4ErOKPV2JWpAD,Canadian
1360,R_Xj1qrPEQoK5wSZP,Canadian
1361,R_D1eKKW6R2g8vxdL,Canadian
1362,R_22QtOFTHdiLZ1bh,Canadian
1364,R_3neGDty05pqgveU,Scottish
1365,R_2BaNW2ynKAQchv8,French
1366,R_3D0AWn1FxffC50M,Canadian
1367,R_1FhSuGDsDZIXyrJ,English
1369,R_1msEs3k4XoQbuJV,Scottish
1370,R_NUqYSdRl7PZM1hf,Canadian
1372,R_ufEFG4QjxIXSgN3,Chinese
1373,R_1I6GYShny231PQB,Chinese
1374,R_1rIhc6cmwMZwWia,Chinese
1376,R_2qrqsXvGRcfsdE7,Canadian
1377,R_1mIxlCYXarU6pqY,Canadian
1378,R_271YLa1zufiGigD,Indian
1379,R_2v1c5tnMcwJfL1L,English
1380,R_3p3Wz1CckSriVIp,Italian
1383,R_qCR06hvuVV3OKRj,Canadian
1384,R_29lLIJBHRfe7lv3,Italian
1386,R_24vffzoIptLO3ZP,English
1387,R_1hzJ3roatbBIU2j,English
1388,R_1DnImab4njtRGs5,English
1389,R_2EsqpXoGspsdIkb,Irish
1390,R_32XDcTxcYErVIju,Canadian
1391,R_1dLzzqfNTPtdNz3,Canadian
1392,R_2R9a3UdK1FF4NUW,Scottish
1393,R_2YsHQlo4nR77Y6f,Canadian
1395,R_3fBtTaizgxUH7iu,Italian
1396,R_0fwj8IIRkdLr2KZ,Italian
1398,R_3PRhNr1LBTcMuMo,Irish
1399,R_2P7LGnxgO7QGe3w,Canadian
1400,R_1j9EznYwhUpRNKL,Canadian
1401,R_2wdxPbrQHWaeXst,Canadian
1403,R_2bNm2V6dtUGtVqQ,English
1404,R_2Yac8YR0VBKGbho,First Nations
1405,R_1jCDPKuL1iQN6dQ,Canadian
1406,R_7VTn2lGspjHJLDb,First Nations
1409,R_WkrdbOY2qXXkWCl,Canadian
1410,R_3dRghtoynsrWUXL,German
1411,R_0xl3pGNSjMpfo8V,Chinese
1412,R_1LcHaMkx27TvUEn,Canadian
1413,R_3Eih1rfdzucTcei,Chinese
1415,R_33viPJLymsd6gtM,German
1417,R_2Sf9vWFGLm7XW8O,German
1419,R_rpVOj3PRLbNNyTv,Canadian
1420,R_3e3nBY3FpAyqtyN,Italian
1421,R_1PTvK9qRDbwBl9T,Chinese
1422,R_33scU5zwzoHZHci,French
1423,R_2XcfhHfWQJLsRTR,English
1425,R_1F8Pg3TtpYrv7q8,Irish
1426,R_2U5ByGC6sPmCd49,Canadian
1428,R_1I5dap2wxyx02P7,Canadian
1429,R_2tE9R1N5sHIBQjl,English
1430,R_3G6P7SNd0ereNPp,Canadian
1431,R_2pYO3loUm7yjlNv,Canadian
1432,R_3rY5XPrlxxWRtHI,Canadian
1433,R_3nwMcnOyQyucoBR,Canadian
1434,R_2fIlOOn5EG4Snh6,Irish
1437,R_1OlVoY4SBqkuM8m,Canadian
1438,R_6RK63ptwWv0QMj7,Canadian
1439,R_pAGFxCRaATZyz3X,Canadian
1440,R_1FfiG6Al7SznQij,Canadian
1441,R_PM4qqSeL4RoGsEN,Chinese
1442,R_1Nb3LOfhJzM7dmj,English
1443,R_1oA4P3F9slhNy5W,Canadian
1445,R_PHxU8O6LBrRZg1r,Chinese
1446,R_24BobqId4SdTsD9,Canadian
1447,R_us5HdWwGxq6bNPX,Canadian
1448,R_1Fgsvp1rJNPgAjf,First Nations
1449,R_20PDuyYb4RQpjm5,French
1450,R_ba11eMKvzm9l73z,Canadian
1451,R_2Xbz5MWLnK5ABI9,Canadian
1454,R_1cYzQ2u4Dx9tG8t,Canadian
1455,R_vAkKhKLpPf0eAoh,Canadian
1458,R_3KrnZj3VtowvfR2,English
1459,R_3Jy27biV54itDv4,Canadian
1463,R_2fHiihn7PgpQzIl,English
1464,R_OGQU7watYbvMSB3,Canadian
1465,R_3h3VXBxrmxw2Ugz,Canadian
1466,R_3fp1vk8JDnQxZqt,Canadian
1467,R_2ahOWsOBJTXF9OP,Canadian
1468,R_1TUu4B8e6uTBa4V,Canadian
1469,R_2OPdUMxtnutwMOr,Canadian
1470,R_2ASuFKnkXlZwrmr,Indian
1472,R_3fjcGbld8PAlaIX,English
1473,R_3k6NMuURKbtkM8P,Canadian
1474,R_VWmAHe3d3Eweutj,Canadian
1475,R_3HwyAuB8pP1L5vw,Canadian
1476,R_2U6iapRASZ0FSQe,Canadian
1479,R_3iyGMLjGKWKmMBx,Canadian
1480,R_3kqdTq4IM6qapg0,Canadian
1481,R_2OIvMrI3H6uDeHP,Canadian
1482,R_3KHJ40yqxrodrQX,Canadian
1483,R_2YwXrDgdRo0J0RG,Indian
1484,R_Tc3sJvlHg4nb9cZ,Canadian
1487,R_3e8Gjg7XGkleITD,Canadian
1488,R_YaeRRI0S8PHiB4l,Canadian
1494,R_1K8WTeY6BTrPXRm,Canadian
1498,R_WpwB70EkVWwWCeR,Canadian
1503,R_2S0LJOoAyRP1Veg,English
1504,R_3kB8zhOt7ER9b9h,Canadian
1505,R_3R7qZj1nqwXQ58H,Canadian
1507,R_VPd7uFMK3IEfOSZ,Canadian
1510,R_AHhYZvFEsHTtyjn,Canadian
1512,R_3DkaVX5zVBkomIY,Canadian
1513,R_2wHs3pgBYwnuFol,Canadian
1514,R_2CB3LzUSdszjVxC,Canadian
1516,R_3jeO7UDchnwOrC1,German
1517,R_VKzQj8fxHU3EUud,English
1519,R_ClaFibirPC8RUxH,Canadian
1520,R_1FtsOsNclskstXL,Canadian
1521,R_3iUAO910yErgxBK,Canadian
1522,R_2QrYV0itplT5oUp,English
1523,R_2QmjqJtGbEgKnx0,English
1525,R_2eaSqfakUuea8PD,Canadian
1527,R_sU9ErJXNfssArrb,Canadian
1531,R_e57vGVBXVNfAX8l,Canadian
1532,R_ZaY819nphxRZ8hr,Canadian
1533,R_1geJ24ZtpGxFiXr,Scottish
1534,R_SVK3vm7xwMIhsdj,Canadian
1535,R_1QoXzarN7C0qp3e,Canadian
1536,R_2cB1OEM4torIfsm,French
1537,R_vT4rq10muYGkl4l,Canadian
1538,R_1PdzXnz9g3DkPR8,Canadian
1539,R_29hsTDOMEQtOAef,Canadian
1541,R_1BWcWpQrWxGfXcN,Canadian
1542,R_3k4FAx3McyyMzz2,English
1543,R_1ePmy6X9qnM5tUy,Canadian
1544,R_2aKVBiCtWSPvEUQ,Canadian
1547,R_29ugkEIg0yGCmCM,Canadian
1549,R_1DSgjfl6Wufzkyj,English
1550,R_5akdhVzHmZgY2bL,Canadian
1551,R_snuzsRgaaU7FLkB,Canadian
1552,R_3CGUlzOS4fhBJpP,English
1553,R_27a6wnkhi9YWKuw,Canadian
1554,R_3IXf3KVFIyu8U0A,Canadian
1555,R_0oXIXiiUpBOFoiJ,Canadian
1556,R_TjvJfVZo2C8I4uJ,Canadian
1557,R_2qwsBoTYmk3e9Mm,French
1560,R_3Po7bGL1tBy5DUs,Canadian
1561,R_2vdzsM8MDbMHStn,Canadian
1563,R_sLpIR8UCs3l9dHr,Canadian
1564,R_2QRJiVIPeMsuV3j,English
1565,R_bdUARh4uSP8zuyB,Canadian
1566,R_ufQnO2kcqNaCsBH,English
1568,R_2yg7QnV7Im1m1s0,English
1570,R_ukvJJgFWzx4TurT,Italian
1571,R_1QtjPT49uUMatF4,Canadian
1572,R_1eCY0tX8FQwgAW0,Indian
1573,R_NUtWWKAeisQYmf7,French
1575,R_3D2vMcYZcM9rPcG,Canadian
1576,R_3COdc1v1lwgwk6e,Canadian
1578,R_2Yb9So0AIVgESDr,German
1579,R_2uBNorngmdfD84Y,Canadian
1582,R_3LehPBSqli22nxU,German
1584,R_pS2Imbsjv3Z6cff,Canadian
1585,R_2wibHGaFq8jkG8f,Canadian
